profile_id,sex,experience,days_available,height_bucket_cm,weight_bucket_kg,bmi_bucket,ratio_type,ratio_gap_bucket,day_index,day_label,exercise_order,exercise_name,muscle_codes,sets,rep_min,rep_max,rir_min,rir_max,rest_seconds
profile_5c88b536fafb,male,Novato,6,175-179cm,100-104kg,30_34_9,golden_ratio,high,2,Pierna,1,Sentadilla Hack,quads,4,6,10,0,1,180
profile_5c88b536fafb,male,Novato,6,175-179cm,100-104kg,30_34_9,golden_ratio,high,2,Pierna,2,Sentadilla Goblet,quads,4,6,10,0,1,180
profile_5c88b536fafb,male,Novato,6,175-179cm,100-104kg,30_34_9,golden_ratio,high,2,Pierna,3,Sentadilla Goblet,quads,4,6,10,0,1,180
profile_5c88b536fafb,male,Novato,6,175-179cm,100-104kg,30_34_9,golden_ratio,high,2,Pierna,4,Sentadilla con Barra,quads,3,6,10,0,1,180
profile_5c88b536fafb,male,Novato,6,175-179cm,100-104kg,30_34_9,golden_ratio,high,2,Pierna,5,Step Up (Enfoque Glúteo),glutes,4,6,10,0,1,180
profile_5c88b536fafb,male,Novato,6,175-179cm,100-104kg,30_34_9,golden_ratio,high,2,Pierna,6,Zancada Atrás con Déficit (Glúteo),glutes,3,6,10,0,1,180
profile_5c88b536fafb,male,Novato,6,175-179cm,100-104kg,30_34_9,golden_ratio,high,2,Pierna,7,Hip Thrust Unilateral,glutes,3,6,10,0,1,180
profile_5c88b536fafb,male,Novato,6,175-179cm,100-104kg,30_34_9,golden_ratio,high,2,Pierna,8,Peso Muerto Rumano (Barra),hamstrings,4,6,10,0,1,180
profile_5c88b536fafb,male,Novato,6,175-179cm,100-104kg,30_34_9,golden_ratio,high,2,Pierna,9,Curl Femoral Sentado,hamstrings,4,8,12,0,1,120
profile_5c88b536fafb,male,Novato,6,175-179cm,100-104kg,30_34_9,golden_ratio,high,2,Pierna,10,Peso Muerto Rumano (Mancuernas),hamstrings,4,6,10,0,1,180
profile_5c88b536fafb,male,Novato,6,175-179cm,100-104kg,30_34_9,golden_ratio,high,2,Pierna,11,Elevación de Talón Sentado,calves,4,12,15,0,0,120
profile_5c88b536fafb,male,Novato,6,175-179cm,100-104kg,30_34_9,golden_ratio,high,2,Pierna,12,Elevación de Talón Sentado,calves,4,12,15,0,0,120
profile_5c88b536fafb,male,Novato,6,175-179cm,100-104kg,30_34_9,golden_ratio,high,2,Pierna,13,Elevación de Talón Sentado,calves,4,12,15,0,0,120
profile_5c88b536fafb,male,Novato,6,175-179cm,100-104kg,30_34_9,golden_ratio,high,2,Pierna,14,Aducción en Polea,adductors,3,12,15,0,0,120
profile_5c88b536fafb,male,Novato,6,175-179cm,100-104kg,30_34_9,golden_ratio,high,2,Pierna,15,Aductores en Máquina,adductors,3,12,15,0,0,120
profile_5c88b536fafb,male,Novato,6,175-179cm,100-104kg,30_34_9,golden_ratio,high,2,Pierna,16,Elevación Lateral de Pierna (Suelo),abductors,3,10,12,0,0,120
profile_5c88b536fafb,male,Novato,6,175-179cm,100-104kg,30_34_9,golden_ratio,high,2,Pierna,17,Elevación Lateral de Pierna (Suelo),abductors,3,10,12,0,0,120
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,1,Sentadilla con Barra,quads,4,6,10,0,1,180
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,2,Sentadilla Goblet,quads,4,6,10,0,1,180
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,3,Sentadilla Goblet,quads,4,6,10,0,1,180
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,4,Sentadilla Sissy,quads,3,6,10,0,1,180
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,5,Sentadilla Búlgara,glutes,4,6,10,0,1,180
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,6,Patada de Glúteo en Polea,glutes,4,8,12,0,1,120
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,7,Sentadilla Búlgara,glutes,4,6,10,0,1,180
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,8,Prensa Pies Altos (Glúteo),glutes,4,6,10,0,1,180
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,9,Press Inclinado (Pecho Superior),chest,3,6,8,0,1,180
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,10,Around the Worlds,chest,3,8,12,0,1,120
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,11,Jalón al Pecho,back,4,6,8,0,1,180
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,12,Remo Gironda (Polea Baja),back,3,6,8,0,1,180
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,13,Remo Unilateral con Mancuerna,back,3,6,8,0,1,180
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,14,Elevaciones Laterales en Polea,shoulders,4,8,12,0,1,120
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,15,Press Militar con Mancuerna,shoulders,3,6,8,0,1,180
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,16,Press Militar con Mancuerna,shoulders,3,6,8,0,1,180
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,17,Curl Bayesian (Polea tras espalda),biceps,3,10,12,0,0,120
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,18,Curl Martillo,biceps,3,10,12,0,0,120
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,19,Extensión Tríceps tras nuca,triceps,3,10,12,0,0,120
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,20,Extensión Tríceps Cuerda,triceps,3,10,12,0,0,120
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,21,Peso Muerto Rumano (Barra),hamstrings,4,6,10,0,1,180
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,22,Curl Femoral Tumbado,hamstrings,4,8,12,0,1,120
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,23,Curl Femoral Sentado,hamstrings,4,8,12,0,1,120
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,24,Peso Muerto Rumano (Barra),hamstrings,3,6,10,0,1,180
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,25,Elevación de Talón de Pie,calves,4,12,15,0,0,120
profile_1cb861c9c56c,male,Novato,3,190-194cm,60-64kg,under_18_5,golden_ratio,low,1,Full body,26,Donkey Calf Raise,calves,4,12,15,0,0,120
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,1,Sentadilla con Barra,quads,4,6,10,0,1,180
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,2,Sentadilla Goblet,quads,4,6,10,0,1,180
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,3,Extensión de Piernas,quads,4,8,12,0,1,120
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,4,Sentadilla Sissy,quads,3,6,10,0,1,180
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,5,Sentadilla Búlgara,glutes,4,6,10,0,1,180
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,6,Zancada Atrás con Déficit (Glúteo),glutes,4,6,10,0,1,180
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,7,Step Up (Enfoque Glúteo),glutes,4,6,10,0,1,180
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,8,Step Up (Enfoque Glúteo),glutes,4,6,10,0,1,180
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,9,Peso Muerto Rumano (Barra),hamstrings,4,6,10,0,1,180
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,10,Curl Femoral Sentado,hamstrings,4,8,12,0,1,120
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,11,Peso Muerto Rumano (Mancuernas),hamstrings,4,6,10,0,1,180
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,12,Curl Femoral Tumbado,hamstrings,3,8,12,0,1,120
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,13,Donkey Calf Raise,calves,4,12,15,0,0,120
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,14,Elevación de Talón de Pie,calves,4,12,15,0,0,120
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,15,Sentadilla Sumo (Mancuerna),adductors,4,6,8,0,1,180
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,16,Aductores en Máquina,adductors,4,12,15,0,0,120
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,17,Elevación Lateral de Pierna (Suelo),abductors,4,10,12,0,0,120
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,18,Abducción de Cadera en Polea (Glúteo Medio),abductors,3,10,12,0,0,120
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,1,Pierna,19,Abducción de Cadera de Pie en Polea,abductors,3,10,12,0,0,120
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,2,Superior,1,Press de Banca,chest,3,6,8,0,1,180
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,2,Superior,2,Peck Deck,chest,3,8,12,0,1,120
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,2,Superior,3,Remo Unilateral con Mancuerna,back,4,6,8,0,1,180
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,2,Superior,4,Remo Gironda (Polea Baja),back,3,6,8,0,1,180
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,2,Superior,5,Dominadas Asistidas Agarre Ancho,back,3,6,8,0,1,180
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,2,Superior,6,Elevaciones Laterales en Polea,shoulders,4,8,12,0,1,120
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,2,Superior,7,Press Militar con Mancuerna,shoulders,3,6,8,0,1,180
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,2,Superior,8,Elevaciones Laterales,shoulders,3,8,12,0,1,120
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,2,Superior,9,Curl Bayesian (Polea tras espalda),biceps,3,10,12,0,0,120
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,2,Superior,10,Curl Predicador,biceps,3,10,12,0,0,120
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,2,Superior,11,Extensión de Tríceps Katana,triceps,3,10,12,0,0,120
profile_70c6e89f69cb,female,Intermedio,5,155-159cm,65-69kg,25_29_9,hourglass_ratio,low,2,Superior,12,Fondos en Banco (Tríceps),triceps,3,6,8,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,1,Pierna,1,Sentadilla con Barra,quads,3,6,10,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,1,Pierna,2,Sentadilla Goblet,quads,3,6,10,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,1,Pierna,3,Step Up (Enfoque Glúteo),glutes,4,6,10,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,1,Pierna,4,Hip Thrust,glutes,3,6,10,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,1,Pierna,5,Peso Muerto Rumano (Mancuernas),hamstrings,3,6,10,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,1,Pierna,6,Curl Femoral Sentado,hamstrings,3,8,12,0,1,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,1,Pierna,7,Elevación de Talón de Pie,calves,3,12,15,0,0,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,1,Pierna,8,Sentadilla Sumo (Mancuerna),adductors,3,6,8,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,1,Pierna,9,Abducción de Cadera de Pie en Polea,abductors,4,10,12,0,0,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,2,Tracción,1,Jalón al Pecho,back,3,6,8,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,2,Tracción,2,Dominadas Asistidas Agarre Ancho,back,3,6,8,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,2,Tracción,3,Curl Bayesian (Polea tras espalda),biceps,4,10,12,0,0,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,3,Pierna,1,Sentadilla Hack,quads,3,6,10,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,3,Pierna,2,Sentadilla Goblet,quads,3,6,10,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,3,Pierna,3,Step Up (Enfoque Glúteo),glutes,4,6,10,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,3,Pierna,4,Patada de Glúteo en Polea,glutes,3,8,12,0,1,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,3,Pierna,5,Peso Muerto Rumano (Mancuernas),hamstrings,3,6,10,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,3,Pierna,6,Curl Femoral Sentado,hamstrings,3,8,12,0,1,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,3,Pierna,7,Elevación de Talón Sentado,calves,3,12,15,0,0,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,3,Pierna,8,Aducción en Polea,adductors,3,12,15,0,0,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,3,Pierna,9,Abducción de Cadera de Pie en Polea,abductors,4,10,12,0,0,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,4,Core,1,Crunch en Polea Alta,abs,3,12,20,0,1,60
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,4,Core,2,Elíptica,cardio,1,20,30,,,
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,5,Empuje,1,Press de Banca,chest,4,6,8,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,5,Empuje,2,Elevaciones Laterales en Polea,shoulders,3,8,12,0,1,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,5,Empuje,3,Face Pull (Hombro Posterior),shoulders,3,8,12,0,1,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,5,Empuje,4,Extensión Tríceps tras nuca,triceps,4,10,12,0,0,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,6,Pierna,1,Sentadilla Sissy,quads,3,6,10,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,6,Pierna,2,Sentadilla Goblet,quads,3,6,10,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,6,Pierna,3,Sentadilla Búlgara,glutes,4,6,10,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,6,Pierna,4,Zancada Atrás con Déficit (Glúteo),glutes,3,6,10,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,6,Pierna,5,Peso Muerto Rumano (Barra),hamstrings,3,6,10,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,6,Pierna,6,Curl Femoral Tumbado,hamstrings,3,8,12,0,1,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,6,Pierna,7,Donkey Calf Raise,calves,3,12,15,0,0,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,6,Pierna,8,Aducción en Polea,adductors,3,12,15,0,0,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,6,Pierna,9,Abducción de Cadera de Pie en Polea,abductors,4,10,12,0,0,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,7,Superior,1,Press de Banca,chest,4,6,8,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,7,Superior,2,Jalón al Pecho,back,3,6,8,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,7,Superior,3,Dominadas Asistidas Agarre Ancho,back,3,6,8,0,1,180
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,7,Superior,4,Elevaciones Laterales en Polea,shoulders,3,8,12,0,1,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,7,Superior,5,Elevaciones Laterales,shoulders,3,8,12,0,1,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,7,Superior,6,Curl Bayesian (Polea tras espalda),biceps,4,10,12,0,0,120
profile_abc97bac7287,male,Avanzado,5,170-174cm,75-79kg,25_29_9,golden_ratio,high,7,Superior,7,Extensión Tríceps tras nuca,triceps,4,10,12,0,0,120
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,1,Pierna,1,Sentadilla Sissy,quads,3,6,10,0,1,180
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,1,Pierna,2,Sentadilla Goblet,quads,3,6,10,0,1,180
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,1,Pierna,3,Step Up (Enfoque Glúteo),glutes,3,6,10,0,1,180
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,1,Pierna,4,Zancada Atrás con Déficit (Glúteo),glutes,3,6,10,0,1,180
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,1,Pierna,5,Peso Muerto Rumano (Mancuernas),hamstrings,3,6,10,0,1,180
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,1,Pierna,6,Curl Femoral Tumbado,hamstrings,3,10,15,1,2,120
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,1,Pierna,7,Elevación de Talón de Pie,calves,3,12,15,0,0,120
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,1,Pierna,8,Sentadilla Sumo (Mancuerna),adductors,3,6,8,0,1,180
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,1,Pierna,9,Abducción de Cadera de Pie en Polea,abductors,3,10,12,0,0,120
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,2,Superior,1,Press Inclinado (Pecho Superior),chest,3,6,8,0,1,180
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,2,Superior,2,Aperturas Polea Baja (Pecho Superior),chest,3,10,15,1,2,120
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,2,Superior,3,Jalón al Pecho,back,3,6,8,0,1,180
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,2,Superior,4,Jalón al Pecho con Agarre en V,back,3,6,8,0,1,180
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,2,Superior,5,Elevaciones Laterales en Polea,shoulders,3,10,15,1,2,120
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,2,Superior,6,Press Militar con Barra,shoulders,3,6,8,0,1,180
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,2,Superior,7,Curl Bayesian (Polea tras espalda),biceps,3,10,12,0,0,120
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,2,Superior,8,Curl Predicador en Máquina,biceps,3,10,12,0,0,120
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,2,Superior,9,Extensión Tríceps tras nuca (Mancuerna),triceps,3,10,12,0,0,120
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,2,Superior,10,Extensión Tríceps Cuerda,triceps,3,10,12,0,0,120
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,3,Pierna,1,Sentadilla con Barra,quads,3,6,10,0,1,180
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,3,Pierna,2,Sentadilla Goblet,quads,3,6,10,0,1,180
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,3,Pierna,3,Sentadilla Búlgara,glutes,3,6,10,0,1,180
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,3,Pierna,4,Hip Thrust,glutes,3,6,10,0,1,180
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,3,Pierna,5,Peso Muerto Rumano (Mancuernas),hamstrings,3,6,10,0,1,180
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,3,Pierna,6,Curl Femoral Sentado,hamstrings,3,10,15,1,2,120
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,3,Pierna,7,Elevación de Talón Sentado,calves,3,12,15,0,0,120
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,3,Pierna,8,Sentadilla Sumo (Mancuerna),adductors,3,6,8,0,1,180
profile_1a735d01b35c,female,Novato,1,150-154cm,70-74kg,30_34_9,hourglass_ratio,moderate,3,Pierna,9,Abducción de Cadera en Polea (Glúteo Medio),abductors,3,10,12,0,0,120
profile_3c74874f4d32,female,Intermedio,5,155-159cm,60-64kg,25_29_9,hourglass_ratio,moderate,1,Pierna,1,Sentadilla con Barra,quads,3,6,10,0,1,180
profile_3c74874f4d32,female,Intermedio,5,155-159cm,60-64kg,25_29_9,hourglass_ratio,moderate,1,Pierna,2,Step Up (Enfoque Glúteo),glutes,3,6,10,0,1,180
profile_3c74874f4d32,female,Intermedio,5,155-159cm,60-64kg,25_29_9,hourglass_ratio,moderate,1,Pierna,3,Peso Muerto Rumano (Barra),hamstrings,3,6,10,0,1,180
profile_3c74874f4d32,female,Intermedio,5,155-159cm,60-64kg,25_29_9,hourglass_ratio,moderate,1,Pierna,4,Elevación de Talón de Pie,calves,3,12,15,0,0,120
profile_3c74874f4d32,female,Intermedio,5,155-159cm,60-64kg,25_29_9,hourglass_ratio,moderate,1,Pierna,5,Aducción en Polea,adductors,3,12,15,0,0,120
profile_3c74874f4d32,female,Intermedio,5,155-159cm,60-64kg,25_29_9,hourglass_ratio,moderate,1,Pierna,6,Abducción de Cadera en Polea (Glúteo Medio),abductors,3,10,12,0,0,120
profile_3c74874f4d32,female,Intermedio,5,155-159cm,60-64kg,25_29_9,hourglass_ratio,moderate,2,Tracción,1,Remo Unilateral con Mancuerna,back,3,6,8,0,1,180
profile_3c74874f4d32,female,Intermedio,5,155-159cm,60-64kg,25_29_9,hourglass_ratio,moderate,2,Tracción,2,Remo Gironda (Polea Baja),back,3,6,8,0,1,180
profile_3c74874f4d32,female,Intermedio,5,155-159cm,60-64kg,25_29_9,hourglass_ratio,moderate,2,Tracción,3,Curl Bayesian (Polea tras espalda),biceps,3,10,12,0,0,120
profile_3c74874f4d32,female,Intermedio,5,155-159cm,60-64kg,25_29_9,hourglass_ratio,moderate,2,Tracción,4,Curl Martillo,biceps,3,10,12,0,0,120
profile_3c74874f4d32,female,Intermedio,5,155-159cm,60-64kg,25_29_9,hourglass_ratio,moderate,3,Pierna,1,Sentadilla con Barra,quads,3,6,10,0,1,180
profile_3c74874f4d32,female,Intermedio,5,155-159cm,60-64kg,25_29_9,hourglass_ratio,moderate,3,Pierna,2,Step Up (Enfoque Glúteo),glutes,3,6,10,0,1,180
